"estimacion_id","descripcion","precio"
18493,"Rejilla central de Bomper frontal",0.00
18493,"Bomper frontal",0.00
18493,"Tono",0.00
18493,"Refuerzo de bomper frontal",0.00
18493,"Guia de bomper frontal RH/LH",0.00
18493,"Foco RH/LH",0.00
18493,"Halogena RH/LH",0.00
18493,"Cromo frontal de tono",0.00
18493,"Patas de Tono RH/LH",0.00
18493,"Aislante de calor para tono",0.00
18493,"Emblema frontal",0.00
18493,"Moldura interna de tono",0.00
18493,"Tolva de guardafango RH/LH",0.00
18493,"Tolva de condensador rh/lh",0.00
18493,"Tolva central de condensador",0.00
18493,"Seguros varios",0.00
18493,"Parrilla Frontal Cromada",0.00
18493,"Chapa de tono",0.00
18490,"Cacho Trasero Rh",0.00
18488,"Moldura central de Bomper trasero",0.00
18488,"Spoiler de bomper frontal Inf",0.00
18488,"Bomper trasero inf",0.00
18487,"4 pintas  80w90",950.00
18487,"evaluacion de  volante de  timon",0.00
18487,"Kit de  Embriague equivalente",5500.00
18486,"Sensor de rueda ABS Del RH",2600.00
18482,"Vidrio frontal equivalente",2800.00
18481,"seguros de bomper frontal",0.00
18481,"Moldura RH/LH bomper trasero",0.00
18481,"Compuerta trasera",0.00
18479,"Moldura de puerta delantera Lh",0.00
18478,"Halogena RH",0.00
18478,"Bomper frontal Inferior",0.00
18478,"Bomper frontal superioir",0.00
18478,"Guia de Bomper Rh",0.00
18478,"Fender de guardafango RH",0.00
18478,"Foco Rh via Amarilla",0.00
18478,"Coolan",0.00
18478,"Seguros   de bomper frontal/12",0.00
18478,"Seguros para Tolva de guardafango LH 8",0.00
18478,"Retrovisor Rh con via",0.00
18478,"marco de Montaje Frontal",0.00
18478,"Guia de bomper Lado Lh",0.00
18477,"Fender del KH",0.00
18477,"Halogena LH",0.00
18477,"Tapion de halogena LH",0.00
18477,"Cromo de tapon de Halogena LH",0.00
18477,"seguros de bomper frontal 10",250.00
18476,"Compuerta trasera",0.00
18475,"Seguros de Bomper trasero",0.00
18475,"Guia de bomper Trasero LH",0.00
18475,"Bomper trasero",0.00
18474,"Filtro de aceite para motor",290.00
18474,"Filtro de combustible",380.00
18474,"7/4 de aceite 15W40",1540.00
18474,"Filtro de aire",405.00
18473,"Lodera tras LH",0.00
18473,"Evaluación de reflector LH",0.00
18473,"Moldura cromada de bomper trasero",0.00
18473,"Tolva de faldon LH",0.00
18473,"Bomper trasero",4500.00
18473,"Guia de bomper trasero Lh",0.00
18473,"Seguros de fender RH/LH (16)",480.00
18473,"seguros de bomper frontal",250.00
18471,"2 juego de  Luces HDI",3300.00
18470,"Polvera Interna de Flecha Lh",285.00
18470,"2 Soportes Frontales",2710.00
18470,"Varios/ aceite, grasa y abrazaderas",550.00
18470,"Flecha Delantera del. Rh",5950.00
18469,"Guia de Bomper trasero RH",800.00
18469,"seguros de bomper frontal",250.00
18469,"Stop RH equivalente",1750.00
18468,"Stop RH",0.00
18465,"Grada LH (Negra)",0.00
18465,"Seguros de tolva de Faldon LH",0.00
18464,"Cuello de deposito de parabrisas",0.00
18464,"Guia de bomper frontal LH",0.00
18464,"Seguros de bomper frontal",250.00
18464,"Desposito de agua de parabrisa",0.00
18464,"Guardafango LH",0.00
18464,"Halogena  LH",0.00
18464,"1 Cera balistica",2700.00
18463,"Segurps de bomper frontal",250.00
18462,"Vidrio frontal",2500.00
18462,"Condensador",3500.00
18462,"Parrilla frontal de bomper frontal",1200.00
18462,"Foco LH (Soporte quebrado)",1800.00
18462,"seguros de bomper frontal",250.00
18462,"Bomper frontal",1950.00
18462,"Tono",6500.00
18462,"Chapa de tono",800.00
18460,"Seguros de Moldura de Compuerta trasera",0.00
18460,"Vidirio trasero",0.00
18460,"Compuerta trasera (Sistema Electrico)",0.00
18460,"Bomper trasero Sup",0.00
18460,"Bomper trasero inf",0.00
18460,"Empaque de puerta trasera",0.00
18460,"Refuerzo de bomper frontal",0.00
18460,"Reflector de bomper trasero RH/LH",0.00
18460,"Stop LH",0.00
18460,"Modura central de compuerta tras cromo",0.00
18460,"Brazo y parabrisa de compuerta trasera",0.00
18460,"Motor de parabrisas",0.00
18460,"Seguros varios",0.00
18460,"Emblema de compuerta trasera Ford",0.00
18457,"Patas de bomper RH Y LH",0.00
18457,"Stop LH",0.00
18457,"Bomper trasero complento",0.00
18457,"FAldon Lh",0.00
18457,"Refuerzo de bomper tras.",0.00
18457,"Trabadores de  compuerta trasera  Lh",0.00
18456,"Camara de Retroceso/ Equivalente",0.00
18456,"evaluacion de  sensores  traseros",0.00
18456,"Seguros de bomper forntal",250.00
18454,"seguros de bomper frontal",0.00
18454,"Halogena  RH",0.00
18454,"Bulbo de  halogena RH",0.00
18454,"Tapon RH de  bomper frontal",0.00
18453,"seguros de  bomper frontal    10",250.00
18453,"Evaluacion de Halogena RH",0.00
18453,"Bulbo de Halogena RH",0.00
18452,"Modulo integrado de columna de direccion",0.00
18452,"Columna de  direccion",0.00
18452,"Volante",0.00
18452,"evaluacion cinta de timon",0.00
18451,"Marco Montaje Frontal -Equivalente",5500.00
18451,"Parrilla frontal - equivalente",8300.00
18451,"Bomper frontal sup - Equivalente",7500.00
18451,"Refuerzo de bomper frontal - equivalente",3800.00
18450,"seguros de bomper frontal 10",300.00
18450,"Vidrio frontal  + polarizado",0.00
18449,"Seguros de  fender trasero LH",250.00
18449,"Bomper  trasero",0.00
18449,"seguros de  bomper  trasero",250.00
18449,"seguros de cacho lh",0.00
18449,"Fender  trasero LH",0.00
18449,"Ventolera de faldon LH",0.00
18449,"Refuerzo de  bomper  trasero  aluminio",0.00
18449,"stop lh de faldon",0.00
18449,"guia lh de  bomper trasero",0.00
18449,"moldura de  puerta  trasera LH",0.00
18449,"cromo lh de  bomper  trasero",0.00
18449,"Seguros de  moldura de  puerta trasera  LH",450.00
18449,"tapiceria de faldon LH",0.00
18449,"Reflector trasero LH",0.00
18449,"Tolva de  faldon LH",0.00
18449,"Cacho LH de bomper trasero",0.00
18449,"Moldura central de  bomper  trasero",0.00
18448,"Cacho de bomper frontal Rh cromado",0.00
18448,"Guardafango RH",0.00
18448,"Via de guardafango RH",0.00
18448,"Bomper Frontal Cromado",0.00
18448,"Tolva inf de bomper frontal metalica (Esqu y Cent",0.00
18448,"Parrilla Frontal Cromada",0.00
18445,"Seguros de Bomper trasero",250.00
18445,"Bomper trasero Equivalente",1800.00
18444,"Retrovisor LH (Manual)",0.00
18443,"seguros de bomper frontal",300.00
18442,"Aro de Foco RH / Negro Equivalente",820.00
18442,"Bulbos de foco RH Equivalente",80.00
18442,"Piña de foco RH",0.00
18442,"Puente de chapa  frontal",0.00
18442,"Pierna RH",0.00
18442,"Marco Montaje Frontal Equivalente",2500.00
18442,"Chapa de Tono Equivalente",800.00
18442,"Filer de foco RH",0.00
18442,"Tono Equivalente",5500.00
18442,"Foco rh Equivalente",1400.00
18442,"Guardafango RH Equivalente",1900.00
18442,"Bomper frontal Inf Equivalente",1600.00
18442,"Bomper Frontal Sup Equivalente",3500.00
18442,"Tolva de guardafango Rh Equivalente",600.00
18442,"Ducto de entrada  al depurador Equivalente",3000.00
18442,"Patas de tono   RH y LH",1200.00
18442,"Via de Foco RH Equivalente",600.00
18442,"Radiador equivalente",1800.00
18442,"Parrilla frontal Equivalente",1800.00
18442,"Ventiladora Equivalente Equivalente",3800.00
18441,"seguros de  bomper  trasero  10",250.00
18440,"seguros de bomper frontal",0.00
18440,"Lodera tras LH",0.00
18440,"Guia de bomper trasero Lh",0.00
18440,"Bomper trasero",0.00
18438,"Fricciones delanteras-Equivalentes",980.00
18438,"Manecilla de Puerta TRasera Rh",950.00
18438,"Bulbo h27 de halogena",300.00
18438,"Bulbo de Stop RH",150.00
18437,"ventolera de faldon  LH",0.00
18437,"Stop LH",1550.00
18437,"Guia de bomper Lado Lh",650.00
18437,"Bomper Trasero",2250.00
18437,"Seguros para Bomper trasero",350.00
18437,"Bulbos para cortesia y via",250.00
18435,"Guardafango Del. RH",0.00
18435,"Moldura de guardafamgo del. RH",0.00
18434,"Guardafango RH",0.00
18434,"Bomper frontal",0.00
18434,"Guia de bomper forntal RH",0.00
18434,"Foco RH",0.00
18432,"Guias de Bomper Frontal RH/LH",0.00
18432,"Seguros varios",800.00
18431,"Stop RH",3300.00
18430,"Emblema de compuerta tras Colorado",0.00
18430,"Cacho Trasero LH Cromado",0.00
18430,"Sticker de faldon 4x4",0.00
18430,"Emblema de compuerta tras Duramax Diesel",0.00
18430,"Stop LH",0.00
18424,"Vidrio de puerta corrediza RH",0.00
18424,"Chapa de puerta corrediza RH",0.00
18424,"Sticker de puerta corrediza RH",0.00
18423,"Rejilla inf de bomper frontal",3136.80
18423,"Tapon de remolque LH",321.60
18423,"Seguros varios",300.00
18421,"Seguros de tapiceria interna de baul",0.00
18421,"Bomper tarsero",0.00
18421,"Refuerzo de bomper tarsero",0.00
18421,"Chapa de Compuerta trasera",0.00
18421,"Covertor de chapa tarsera",0.00
18421,"Stop RH/LH de bomper trasero",0.00
18421,"Guia RH/LH de bomper trasero",0.00
18419,"Stop Lh (Rayon Profundo)",0.00
18419,"Guia de bomper trasero Lh",0.00
18419,"seguros de bomper frontal",0.00
18417,"seguros de bomper frontal 10",300.00
18417,"seguros de  parrilla frontal   8",250.00
18417,"Bomper frontal",1820.00
18417,"Foco LH",0.00
18417,"Parrilla frontal",1300.00
18416,"Stop LH equivalente",1500.00
18415,"Compuerta Trasera (preexistente material)",0.00
18412,"Stop rh",0.00
18411,"Compuerta trasera",0.00
18411,"Refuerzo de Bomper trasero",0.00
18411,"Guia LH de Bomper trasero",0.00
18411,"Stop de compuerta RH/LH",0.00
18411,"Foco rh",0.00
18411,"Stop de Faldon RH/LH",0.00
18411,"Bomper trasero",0.00
18411,"Seguros de Parrilla Frontal",0.00
18411,"Rejilla inferior de Bomper trasero",0.00
18411,"Empaque de compuerta trasera",0.00
18411,"seguros de bomper frontal",0.00
18409,"Reflector trasero RH",0.00
18409,"Bomper trasero",0.00
18407,"Radar y Arnes",18000.00
18405,"Focos RH/LH equivalentes",21800.00
18405,"Seguros de  bomper frontal",450.00
18404,"Bomper frontal",0.00
18404,"seguros de bomper frontal",0.00
18404,"rejilla  de bomper frontal",0.00
18404,"Tapon rh de  bomper frontal",0.00
18404,"piña de  halogena rh",0.00
18404,"bulbo de halogena rh",0.00
18403,"Stop RH de  faldon",0.00
18402,"Fricciones delanteras",1120.03
18402,"Fricciones traseras",1194.06
18401,"Retrovisor  RH ELECTRICO",0.00
18400,"Moldura  central de  bomper frontal",0.00
18400,"puerta  del. rh",0.00
18400,"Vidrio frontal",0.00
18400,"Pata de tono   RH y LH",0.00
18400,"Tono",0.00
18400,"Aros  de halogenas  RH/LH",0.00
18400,"Refuerzo inferior de bomper frontal",0.00
18400,"Seguros  de molduras",0.00
18400,"Cromo de rejilla central",0.00
18400,"Rejilla de  bomper frontal  2 secciones",0.00
18400,"Marco montaje frontal",0.00
18400,"Bomper frontal  inferior",0.00
18400,"Bomper  frontal superio r",0.00
18400,"Tolva de  condensador  RH",0.00
18400,"Guias de  bomper frontal  RH/LH",0.00
18400,"Cromos de  parrilla frontal",0.00
18400,"Juego de  halogenas  RH/LH",0.00
18400,"Fender  de. RH",0.00
18400,"Moldura cromada  de bomper  trasero lh",0.00
18400,"fender trasero LH",0.00
18400,"Guardafango  RH",0.00
18400,"Tolva de  guardafango RH",0.00
18400,"Foco rh",0.00
18400,"Moldura de puerta trasera RH",0.00
18400,"Foco Lh       delantero",0.00
18400,"Moldura de puerta  del.  RH",0.00
18400,"seguros de  parrilla frontal   8",0.00
18400,"Parrilla frontal",0.00
18399,"Seguros de  moldura de  guardafango rh",350.00
18399,"Patas de  tono lh",750.00
18399,"Bomper frontal  inferior",2500.00
18399,"Moldura de  guardafango RH",2500.00
18399,"Rin Del. RH",0.00
18399,"Terminal de  barra estabilizadora  del, rh",0.00
18399,"Guia rh de  bomper frontal",550.00
18399,"Muñequin del. RH",0.00
18399,"Terminal de  rueda del. Rh",850.00
18399,"Flecha del. RH",0.00
18399,"Tijera  inferior del. RH",0.00
18399,"Rotula del. RH",0.00
18399,"Balinera del. rh",0.00
18399,"bufa delantera RH",0.00
18399,"Radiador   de Motor",0.00
18399,"Muñon del. Rh",0.00
18399,"Tolva de  guardafango RH",720.00
18399,"Sensor de  presion de rueda del. rh",0.00
18399,"Amortiguador del. rh",0.00
18399,"soporte de  amortiguador  del. rh",1200.00
18399,"Barra de flecha del. RH",0.00
18399,"seguros de  tolva de  guardafango rh",250.00
18399,"Marco montaje frontal",0.00
18399,"foco rh",0.00
18399,"Tolva superior de  marco montaje frontal",0.00
18399,"guia de foco  RH",0.00
18399,"Parrilla frontal",3000.00
18399,"Moldura de  puerta trasera RH",0.00
18398,"Parrilla Frontal (Equivalente)",8300.00
18398,"Bomper frontal superior (Equivalente)",7500.00
18398,"Base de porta placa",0.00
18397,"Bufa trasera RH",0.00
18397,"Muñon trasero trasero  RH",0.00
18397,"tornilleria varia",0.00
18397,"Amortiguador  trasero RH",0.00
18397,"Tijera  superior  trasera rh",0.00
18397,"Flecha  trasera RH",0.00
18397,"Sensor  trasero ABS RH",0.00
18397,"Tijera  trasera RH/LH",0.00
18397,"Balinera  trasera rh",0.00
18397,"Tijera  tensora trasera RH",0.00
18396,"Tolva central del parabisas",0.00
18396,"Varilla de  tono",0.00
18396,"Radidor de Motor",6500.00
18396,"Esquinera para tolva del parabrisas Rh y Lh",0.00
18396,"Foco RH",0.00
18396,"Deposito del radiador",2500.00
18396,"Refuerzo inferior para Bomper frontal",0.00
18396,"Guias de bomper frontal rh/lh",0.00
18396,"Vidrio Frontal",0.00
18396,"Chapa de Tono",0.00
18396,"Tono",0.00
18396,"Foco Lh",0.00
18396,"Parrilla Frontal",0.00
18396,"Tolva de radidor",0.00
18396,"ventiladora de motor",5800.00
18396,"Evaluacion de condensador",0.00
18396,"Coolant  1 galon",0.00
18396,"Buster de Frenos",3000.00
18396,"Bomba de  frenos",4500.00
18396,"5 pintas liquido de frenos",0.00
18396,"ventiladora ac",0.00
18396,"depurador",0.00
18395,"Parrilla Frontal",0.00
18395,"seguros de parrilla frontal  8",250.00
18394,"Bomper frontal",0.00
18394,"Seguros para Bomper Frontal - 12",420.00
18393,"Pescante seccion LH PARTE CENTRAL",0.00
18392,"Segurospara molduras de puertas",400.00
18390,"Tolva plastica para Guardafango Rh",0.00
18390,"Tapon de remolque  delantero",0.00
18390,"Seguros para Bomper Frontal - 12",300.00
18390,"Guias de Boper Frontal Rh y Lh",0.00
18390,"Parrilla Frontal",0.00
18388,"Seguros de  moldura de  pescante  RH",0.00
18386,"Polea de Cigüeñal",4301.00
18384,"Bomper trasero",0.00
18384,"Stop  LH",0.00
18384,"Guia  LH  de  bomper  trasero",0.00
18384,"Foam  bomper  frontal",0.00
18384,"patas de  compuerta  trasera",0.00
18384,"Chapa de  compuerta  trasera  electrica",0.00
18384,"reflector  trasero LH",0.00
18384,"Evaluacion de  stop rh",0.00
18384,"Evaluacion partes internas ( no abre baul)",0.00
18384,"Compuerta  trasera",0.00
18383,"Foco LH",0.00
18383,"Guia LH de Bomper frontal",0.00
18382,"Guia RH/LH",0.00
18382,"Vidrio Frontal",0.00
18382,"Moldura superior de Tono",0.00
18382,"Pata de Tono RH/LH",0.00
18382,"Tolva central de condensador",0.00
18382,"Tolva de condensador rh/lh",0.00
18382,"Cobertor de foco RH/LH (Cromo)",0.00
18382,"Tanque de reserva coolan",0.00
18382,"Varilla de Tono",0.00
18382,"Condensador",0.00
18382,"Radiador",0.00
18382,"Tuberior de A/C",0.00
18382,"Parrilla Frontal",0.00
18382,"Foco RH/LH",0.00
18382,"Tono",0.00
18382,"Bomper frontal",0.00
18382,"Tolva Superior de Marco Montaje",0.00
18380,"Tijera delantera inefrior RH/LH",325.09
18380,"Tijera delantera Superior Rh/LH",325.09
18380,"Hule y tornillo de bara estabilizadora LH",400.25
18380,"Hule y tornillo de bara estabilizadora RH",400.25
18378,"Bomper trasero",0.00
18378,"seguros de  bomper  trasero",0.00
18377,"Moldura cromada sup. de bomper  trasero",0.00
18377,"Evaluacion de sensores  traseros",0.00
18377,"Reflector trasero RH",0.00
18375,"Parrilla Frontal Completa con cromos",0.00
18375,"Chapa de  tono",0.00
18375,"seguros  varios",0.00
18375,"Moldura supeior de bomper trasero",0.00
18375,"Tolvas  laterales de condensador RH/LH",0.00
18375,"Tolva central de  condensador",0.00
18375,"Refuerzo de  bomper frontal",0.00
18375,"Foco lh",0.00
18375,"Foco rh",0.00
18375,"Bomper frontal superior",0.00
18375,"seguros de  parrilla frontal",0.00
18375,"Tono   -",0.00
18375,"Bomper frontal  inferior",0.00
18375,"bulbos de  focos RH/LH",0.00
18374,"Grada RH",0.00
18373,"Reflector trasero LH",0.00
18373,"emblema  trasero JETTA",0.00
18373,"Guia LH    de bomper trasero",0.00
18373,"Guia  plastica central de  compuerta  trasera",0.00
18373,"Stop lh de  compuerta",0.00
18373,"Stop LH de  faldon",0.00
18373,"Bomper trasero",0.00
18372,"Bulbo de halogena h27",350.00
18372,"Coolan",120.00
18372,"8 seguros para Tolva plastica",250.00
18372,"Scket de halogena para H27",0.00
18372,"Guias de foco delantero LH",0.00
18372,"Bomper frontal equivalente",1800.00
18372,"Marco Frontal",5500.00
18372,"Halogena Lh",2000.00
18372,"Guia de Bomper frontal  Lh",300.00
18372,"Tolva plastica de guardafango Lh",0.00
18372,"Caja de Resonancia  de motor",0.00
18371,"Filtro de   combustible",410.00
18371,"Filtro de aire  motor",350.00
18371,"Filtro de Aeite",295.00
18371,"Aceite de motor sintetico 5w40",2730.00
18371,"Aditivo diesel",350.00
18370,"Halogena RH",0.00
18370,"Condensador de A/C",0.00
18370,"Radidor   de Motor",0.00
18370,"Ventiladoras de motor con hausin",0.00
18370,"Moldura superior del marco para radidor",0.00
18370,"Bulbos let de halogena H27",0.00
18370,"Chapa de Tono",0.00
18370,"Manguera Inferior de radiador",0.00
18370,"Molduras cromadas de  rejilla de  bomper fron. /4",0.00
18370,"Rejilla Central para Bomper frontal",0.00
18370,"Parrilla Frontal cromada",0.00
18370,"Emblema Frontal",0.00
18370,"Tapon de remolque  delantero",0.00
18370,"Guia sde Bomper Rh y Lh",0.00
18370,"Bomper frontal",0.00
18370,"Focos  RH/LH Fondo Negro",0.00
18370,"Patas e Tono Rh y Lh",0.00
18370,"Tono",0.00
18370,"Marco   Montaje frontal",0.00
18370,"Tanque de reserva del radidor",0.00
18370,"Banda de  motor",0.00
18370,"Coolan",0.00
18370,"Piña de halogena RH",0.00
18370,"Refuerzo de   bomper frontal",0.00
18370,"Tolva de guardafango Rh",0.00
18370,"Hules para soportes de radidor /4",0.00
18369,"Guia  rh de bomper frontal",0.00
18369,"Bomper frontal",0.00
18369,"Seguros de  bomper frontal",0.00
18369,"Refuerzo de bomper frontal",0.00
18368,"Sensores de retroceso /4",0.00
18368,"Emblema de GRAN VITARA",0.00
18368,"Reflector de bomper trasero  LH",0.00
18368,"Bomper trasero",0.00
18368,"Compuerta trasera",0.00
18368,"Tuberia de escape",0.00
18368,"Mofle completo",0.00
18368,"Aros para sensores /4",0.00
18368,"Stop de compuerta Rh y Lh",0.00
18368,"Chapa  de Baul",0.00
18368,"Moldura inferior central bomper trasero",0.00
18368,"Seguros para tapicerias de Baul/30",0.00
18368,"Refuerzo metalico de bomper trasero",0.00
18368,"Empaque para compuerta trasera",0.00
18368,"Amortiguadores de compuerta tras (2)",0.00
18368,"Seguros para moldura de faldon /8",0.00
18368,"Emplema de SUZUKI",0.00
18368,"Stop de Faldon Rh y Lh",0.00
18368,"Colgantes de escape 5 / 3 de Hule y 2 Metalicos",0.00
18368,"Antena Electrica para cerradura de compuerta trase",0.00
18368,"2 ventorelas de aire para panel trasero",0.00
18368,"Cobertor plastico para chapa de Baul",0.00
18368,"Ailante de calor de aluminio para baul",0.00
18367,"Compuerta  trasera",0.00
18367,"Chapa de  compuerta  trasera",0.00
18367,"Bomper  trasero  inferior",0.00
18367,"Stop RH  faldon",0.00
18367,"Emblema de compuerta trasera SORENTO",0.00
18366,"Compuerta trasera",0.00
18366,"Stop RH/LH",0.00
18366,"Vidrio frontal  + polarizado",0.00
18366,"Techo",0.00
18366,"Vidrio de puerta tras RH",0.00
18366,"Botaguas de puerta Del/Tras RH",0.00
18365,"Tolva de  guardafango Lh",0.00
18365,"seguros de  tolva de  guardafango lh",250.00
18365,"Bomper Frontal Equivalente",0.00
18365,"Bulbo h27 de halogena",0.00
18365,"Socke de halogena Lh",0.00
18365,"Halogena LH equivalente",0.00
18365,"Guia lh de  bomper  frontal",0.00
18365,"seguros de  bomper frontal",250.00
18364,"Piña de modulo de AC (Usada)",500.00
18364,"Modulo de velocidades de AC (Usada)",3000.00
18363,"Evaluacion de guia trasera RH",0.00
18363,"Seguros  de  bomper  trasero",250.00
18362,"Moldura de puerta trasera RH",6500.00
18362,"Spoiler de Bomper Frontal",16648.55
18362,"Rin RH trasero #16",9500.00
18362,"Foco rh",15397.35
18362,"Seguros bvarios",500.00
18362,"Guia RH de bomper frontal",1350.00
18362,"Tolva de faldon rh",7514.00
18362,"retrovisor rh con via",0.00
18362,"Stop RH",10960.00
18362,"Guia RH bomper trasero",1650.00
18359,"seguros de  parrilla frontal   8",200.00
18359,"guardafango rh",0.00
18359,"seguros de  bomper frontal    10",250.00
18359,"Parrilla frontal",0.00
18359,"Foco rh",0.00
18359,"Bomper frontal",0.00
18359,"cinta decorativa de  guardafango rh",0.00
18358,"Chapa de  puerta  trasera RH",3200.00
18358,"Puerta trasera RH",0.00
18358,"Puerta  del rh",0.00
18358,"Moldura de  puerta trasera  RH",0.00
18358,"Seguros de  moldura de  puerta trasera RH",250.00
18358,"seguros de  moldura de  puerta del. RH",250.00
18358,"Evaluacion de  cremallera de  puerta trasera RH",0.00
18358,"Evaluacion  parte mecanica  trasera rh",0.00
18358,"Bisagras de  puerta trasera LH   2",4000.00
18357,"Vidrio frontal equivalente",4000.00
18357,"Aro de  placa frontal equivalente",1200.00
18356,"Pitos plato",0.00
18356,"Bomper frontal",0.00
18356,"Base de placa frontal",0.00
18356,"Rejilla de Bomper frontal",0.00
18356,"Halogena inf RH (Redonda)",0.00
18356,"Intercooler",0.00
18356,"Guias de bomper RH/LH",0.00
18356,"Evaluación de chapa de tono",0.00
18356,"Seguros de tolva Sup del marco radiador (12)",360.00
18356,"seguros de bomper frontal",300.00
18356,"Foco Rh (Soporte)",0.00
18355,"Filtro de aire  motor",400.00
18355,"Filtro de aceite",250.00
18355,"Filtro de A/C",350.00
18355,"5/4 ACEITE  5W30 SINTENTICO",1800.00
18355,"REPUESTOS EQUIVALENTES",0.00
18354,"Filtro de cabina",350.00
18354,"Filtro de aceite",250.00
18354,"Filtro de aire",280.00
18354,"5/4 Aceite 10W30",1350.00
18353,"5/4 10W30 Sintetico",1700.00
18353,"Juego de pito bosh",1200.00
18353,"Motor de  agua de parabrisas",0.00
18353,"4 Bujias de hiridum Equivalente",2500.00
18353,"Filtro de aceite Equivalente",120.00
18353,"Filtro de A/C Equivalente",350.00
18353,"Empaque de tapadera de Valvula  Equivalente",420.00
18353,"Filtro de aire de motor Equivalente",400.00
18352,"Bomper trasero - Cromado",0.00
18351,"Bomper Frontal Sup equivalente",2500.00
18351,"Seguros de bomper frontal",250.00
18351,"Moldura de Bomper Frontal",0.00
18351,"cromo de halogena RH",0.00
18351,"Halogena RH",0.00
18347,"Empaque de grada LH",0.00
18347,"Retrovisor Lh",0.00
18343,"Combustible",500.00
18339,"seguros de  fender  del. Rh",0.00
18339,"fender del. Rh",0.00
18339,"guardafango rh",0.00
18337,"Kit de Tiempo (Original)",5711.00
18336,"Seguros para Tolvas plastigas de Guardafangos/15",525.00
18336,"Seguros para Bomper Frontal - 12",120.00
18335,"Stop RH/LH de compuerta",0.00
18335,"Cola de Pato",0.00
18335,"Parabrisas Trasero",0.00
18335,"Brazo de parabrisas tarsero",0.00
18335,"Stop RH/LH de faldon",0.00
18335,"Vidrio trasero",0.00
18335,"Moldura central de compuerta trasera",0.00
18335,"Refuerzo de Bomper trasero",0.00
18335,"Moldura Superior de marco montaje trasero",0.00
18335,"Bomper trasero",0.00
18335,"Tercera luz de cola de pato",0.00
18335,"Compuerta trasera",0.00
18331,"Guia de guardafango RH",0.00
18331,"Hausin de ventiladora",0.00
18331,"Empaue de tono",0.00
18331,"Radidor   de Motor",0.00
18331,"Chapa de Tono",0.00
18331,"Emblema Frontal",0.00
18331,"Parrilla Frontal cromada - con molduras",0.00
18331,"Moldura superior del marco frontal",0.00
18331,"Refuerzo metalico para Bomper Frontal",0.00
18331,"marco de Montaje Frontal",0.00
18331,"Fom de bomper frontal",0.00
18331,"Moldura Inferior de Bomper/ Gris",0.00
18331,"Tapadera central para bomper frontal",0.00
18331,"Motor de ventiladora",0.00
18331,"Rejilla inferior central  para  bomper frontal",0.00
18331,"Ventiladora de Motor",0.00
18331,"Spoiler Inferior / Bomper Frontal Inferior",0.00
18331,"Bomper superior delantero",0.00
18331,"Foco Lh/ Fondo Blanco",0.00
18331,"Foco Rh / Fondo Blanco",0.00
18331,"Cinta de Timon",0.00
18331,"Juego de Pretencosres",0.00
18331,"juego de cinturones  delanteros",0.00
18331,"Modulo de Airbag",0.00
18331,"Tablero",0.00
18331,"Bolsa de Aire Rodilla de conductor",0.00
18331,"Bolsa de Aire Tablero",0.00
18331,"Bolsa de Aire de Timon",0.00
18331,"Tapadera de bomper  Rh / Halogena",0.00
18331,"Enfriador de aceite  de motor",0.00
18331,"Condensador de A/C",0.00
